    161,G:A,H_e/H_ie,NA,2
    157,G:A,H_e/H_e,NA,2
    118,A:G,H_e/H_e,NA,3
    106,G:A,H_e/H_e,NA,3
     87,C:G,H/H,NA,2
     77,U:A,H/H,NA,1
     75,A:A,H_qe/H_i,NA,2
     73,G:A,H/H,NA,3
     71,C:A,H_e/H_e,NA,2
     62,C:G,H/H_i,NA,2
     61,C:A,H/H,NA,2
     60,G:C,H/H,NA,2
     60,A:U,H/H,NA,1
     57,A:G,H/H_qe,NA,2
     56,A:A,H/H_qe,NA,2
     55,G:U,H/H,NA,2
     54,C:G,H_qe/H_qe,NA,2
     52,A:A,H_e/H_ie,NA,1
     50,A:G,H_qe/H,NA,3
     47,A:G,H_qe/H_qe,NA,3
     45,U:A,H_e/H_ie,NA,1
     45,A:G,H_qe/H,NA,2
     44,A:U,H/H_qe,NA,1
     43,C:G,H_ie/H_ie,NA,1
     41,C:C,H_e/H_e,NA,2
     39,A:U,H_i/H_i,NA,1
     39,A:A,H_qe/H,NA,1
     38,G:U,H/H,NA,1
     38,G:A,H_qe/H,NA,2
     38,A:G,H_i/H,NA,1
     37,G:G,H_e/H_ie,NA,2
     37,G:A,H_e/H_e,NA,1
     37,A:A,H/H,NA,3
     35,U:G,H_e/H_e,NA,2
     35,G:G,H_e/H_e,NA,3
     35,G:A,H_e/H_ie,NA,1
     34,U:C,H_i/H,NA,2
     34,U:A,H_e/H_ie,NA,3
     34,G:A,H/H,NA,2
     34,C:G,H/H_qe,NA,2
     34,A:A,H_i/H,NA,2
     33,G:A,H_qe/H_qe,NA,2
     33,C:G,H_qe/H,NA,2
     33,C:G,H/H,NA,4
     32,G:C,H_e/H_e,NA,2
     32,A:U,H_qe/H,NA,2
     30,A:A,H_qe/H,NA,2
     29,U:G,H/H,NA,2
     29,U:A,H_e/H_ie,NA,2
     29,C:A,H_i/H_qe,NA,2
     29,A:U,H_qe/H_i,NA,1
     28,U:C,H_e/H_e,NA,1
     28,G:U,H/H_qe,NA,2
     28,A:A,H_e/H_ie,NA,2
     27,U:U,H/H,NA,2
     27,C:G,H/H,NA,3
     27,C:G,H_e/H_e,NA,2
     27,A:U,H_i/H,NA,2
     27,A:A,H_i/H_qe,NA,2
     26,U:U,H_e/H_e,NA,2
     26,U:G,H/H,NA,1
     26,U:A,H_qe/H_qe,NA,1
     26,G:C,H_qe/H,NA,2
     26,G:C,H/H,NA,3
     25,C:A,H/H,NA,1
     25,A:G,H_e/H_e,NA,2
     25,A:A,H_i/H_qe,NA,1
     24,G:U,H/H,NA,3
     24,G:C,H_ie/H_ie,NA,2
     24,G:C,H/H,NA,4
     24,A:G,H_i/H_qe,NA,2
     23,G:C,H_qe/H_qe,NA,2
     22,G:C,H/H_qe,NA,3
     22,G:C,H/H_qe,NA,2
     22,A:A,H_ie/H_ie,NA,1
     22,A:A,H_e/H_e,NA,1
     21,U:U,H_e/H_e,NA,1
     21,U:G,H_qe/H,NA,1
     21,U:G,H/H,NA,3
     21,U:A,H_e/H_e,NA,1
     21,G:U,H_i/H_qe,NA,2
     21,G:A,H_e/H_ie,NA,3
     21,C:U,H/H_i,NA,3
     21,C:G,H/H,NA,1
     21,C:A,H/H_qe,NA,2
     21,A:U,H_qe/H,NA,1
     21,A:G,H_qe/H_qe,NA,2
     20,G:G,H_qe/H_i,NA,3
     20,G:A,H_i/H_i,NA,1
     20,G:A,H_ie/H_ie,NA,1
     20,C:A,H_e/H_ie,NA,1
     20,A:U,H/H,NA,2
     20,A:A,H_ie/H_e,NA,2
     19,C:G,H/H_qe,NA,1
     19,A:M2G,H_qe/H,NA,2
     19,A:A,H/H_qe,NA,1
     19,A:A,H/H,NA,1
     18,U:A,H_qe/H,NA,1
     18,G:C,H_qe/H,NA,1
     18,G:A,H_qe/H_i,NA,2
     18,C:G,H_e/H_e,NA,1
     18,A:G,H_qe/H_i,NA,2
     18,A:G,H_ie/H_e,NA,2
     18,A:G,H/H_qe,NA,3
     18,A:G,H/H,NA,2
     18,A:G,H/H_i,NA,2
     18,A:C,H_qe/H_qe,NA,1
     18,A:A,H/H_i,NA,2
     17,U:G,H_qe/H_i,NA,2
     17,G:A,H/H,NA,4
     17,C:U,H/H,NA,1
     17,A:U,H_i/H_i,NA,2
     17,A:A,H_qe/H_qe,NA,2
     16,U:U,H/H,NA,1
     16,U:A,H_qe/H_qe,NA,2
     16,G:C,H_i/H_qe,NA,2
     16,G:C,H/H,NA,1
     16,G:A,H_qe/H_qe,NA,3
     16,G:A,H_i/H_qe,NA,1
     16,G:A,H/H_qe,NA,3
     16,C:A,H_ie/H_e,NA,3
     16,A:U,H_e/H_e,NA,1
     15,U:G,H_ie/H_ie,NA,2
     15,U:A,H_ie/H_ie,NA,2
     15,G:U,H/H_qe,NA,1
     15,G:G,H_ie/H_e,NA,3
     15,G:G,H_e/H_ie,NA,1
     15,G:G,H_e/H_e,NA,2
     15,G:C,H_qe/H_i,NA,2
     15,G:A,H_qe/H,NA,3
     15,C:A,H_ie/H_e,NA,2
     15,A:U,H_ie/H_ie,NA,3
     15,A:C,H/H,NA,2
     13,U:G,H_i/H,NA,3
     13,G:U,H_qe/H,NA,2
     13,G:C,H_e/H_e,NA,3
     13,G:A,H_qe/H,NA,1
     13,A:G,H/H_qe,NA,1
     13,A:G,H/H,NA,3
     12,U:G,H_e/H_e,NA,1
     12,U:C,H_qe/H,NA,1
     12,U:A,H_ie/H_e,NA,2
     12,G:U,H_ie/H_ie,NA,1
     12,G:C,H_i/H_i,NA,2
     12,G:A,H_qe/H_qe,NA,1
     12,A:U,H_qe/H_i,NA,3
     12,A:G,H_qe/H_i,NA,1
     12,A:A,H/H,NA,2
     11,U:U,H_qe/H_qe,NA,1
     11,U:U,H_e/H_ie,NA,2
     11,U:A,H_i/H_qe,NA,1
     11,U:A,H_i/H,NA,2
     11,G:U,H_e/H_e,NA,2
     11,G:C,H_e/H_e,NA,1
     11,C:G,H_qe/H_qe,NA,1
     11,C:A,H_qe/H_qe,NA,2
     11,C:A,H/H_qe,NA,3
     11,C:A,H_e/H_e,NA,1
     11,A:U,H_qe/H_qe,NA,1
     11,A:U,H_ie/H_ie,NA,2
     11,A:G,H/H_i,NA,1
     11,A:C,H_qe/H_qe,NA,2
     11,A:C,H_qe/H_i,NA,1
     11,A:C,H_e/H_ie,NA,2
     10,U:A,H_ie/H_ie,NA,1
     10,U:A,H_ie/H_e,NA,1
     10,U:A,H_e/H_ie,NA,4
     10,U:A,H_e/H_e,NA,2
     10,G:C,H_qe/H_i,NA,3
     10,G:A,H_ie/H_ie,NA,2
     10,C:G,H_e/H_ie,NA,3
     10,A:C,H_ie/H_e,NA,1
     10,A:C,H/H,NA,1
     10,A:A,H_qe/H_i,NA,1
      9,U:U,H_ie/H_ie,NA,1
      9,U:G,H_e/H_ie,NA,2
      9,U:G,H_e/H_e,NA,3
      9,U:C,H_qe/H_qe,NA,1
      9,U:A,H/H_qe,NA,2
      9,U:A,H/H_qe,NA,1
      9,G:U,H_qe/H_qe,NA,2
      9,G:U,H_qe/H_qe,NA,1
      9,G:U,H_qe/H,NA,3
      9,G:C,H_qe/H_qe,NA,3
      9,G:C,H_ie/H_ie,NA,3
      9,G:C,H_e/H_e,NA,4
      9,G:A,H_qe/H_i,NA,1
      9,C:C,H/H,NA,2
      9,A:G,H_ie/H_ie,NA,2
      9,A:G,H_e/H_ie,NA,2
      9,A:C,H_e/H_ie,NA,1
      8,U:U,H_i/H_i,NA,2
      8,U:U,H_ie/H_ie,NA,2
      8,U:U,H_e/H_e,NA,3
      8,U:G,H_i/H_qe,NA,3
      8,U:A,H/H_i,NA,3
      8,G:U,H_qe/H_i,NA,3
      8,G:U,H/H_qe,NA,3
      8,G:G,H/H_i,NA,1
      8,G:G,H_e/H_ie,NA,3
      8,G:C,H_ie/H_e,NA,2
      8,G:A,H/H_i,NA,1
      8,C:G,H_qe/H_qe,NA,3
      8,C:G,H_ie/H_ie,NA,3
      8,C:A,H_e/H_ie,NA,2
      8,A:U,H_e/H_ie,NA,1
      8,A:G,H_qe/H,NA,4
      8,A:G,H_i/H_qe,NA,3
      8,A:C,H_qe/H_i,NA,3
      8,A:A,H_ie/H_ie,NA,2
      7,U:U,H_qe/H,NA,1
      7,U:U,H/H_qe,NA,2
      7,U:G,H_qe/H_qe,NA,1
      7,U:G,H_qe/H,NA,3
      7,U:G,H_qe/H,NA,2
      7,U:G,H_qe/H_i,NA,1
      7,U:G,H_e/H_ie,NA,3
      7,U:C,H_ie/H_ie,NA,2
      7,U:A,H_qe/H,NA,2
      7,U:A,H_qe/H_i,NA,1
      7,U:A,H_i/H_qe,NA,2
      7,G:U,H_ie/H_e,NA,3
      7,G:G,H_qe/H_qe,NA,2
      7,G:G,H/H_i,NA,2
      7,G:C,H_qe/H_qe,NA,4
      7,G:C,H_qe/H,NA,4
      7,G:C,H_i/H,NA,2
      7,G:C,H/H_qe,NA,1
      7,C:G,H_e/H_ie,NA,1
      7,C:A,H_ie/H_ie,NA,3
      7,C:A,H_e/H_ie,NA,4
      7,A:U,H_ie/H_e,NA,2
      7,A:G,H_i/H,NA,2
      6,U:C,H/H_qe,NA,2
      6,U:C,H/H,NA,3
      6,U:C,H_e/H_ie,NA,1
      6,U:A,H_qe/H_qe,NA,3
      6,U:A,H_i/H_qe,NA,3
      6,U:A,H/H_i,NA,2
      6,U:A,H/H_i,NA,1
      6,U:A,H_e/H_ie,NA,5
      6,G:U,H_ie/H_ie,NA,4
      6,G:U,H_e/H_ie,NA,1
      6,G:U,H_e/H_e,NA,1
      6,G:G,H/H_qe,NA,3
      6,G:C,H_ie/H_ie,NA,1
      6,G:A,H_qe/H_qe,NA,4
      6,G:A,H_qe/H,NA,4
      6,G:A,H/H_qe,NA,2
      6,C:U,H/H_i,NA,2
      6,C:G,H_ie/H_e,NA,2
      6,C:C,H/H_qe,NA,1
      6,C:A,H_qe/H_i,NA,2
      6,C:A,H_i/H_qe,NA,1
      6,A:U,H_qe/H_qe,NA,3
      6,A:G,H_i/H_qe,NA,1
      6,A:G,H_ie/H_ie,NA,3
      6,A:G,H_ie/H_e,NA,1
      6,A:C,H/H,NA,3
      6,A:A,H_ie/H_ie,NA,3
      6,A:A,H/H_qe,NA,3
      5,U:U,H_qe/H,NA,2
      5,U:U,H_ie/H_e,NA,2
      5,U:U,H_ie/H_e,NA,1
      5,U:G,H_qe/H_qe,NA,2
      5,U:G,H_ie/H_ie,NA,1
      5,U:G,H/H_qe,NA,3
      5,U:C,H_e/H_ie,NA,2
      5,U:A,H_i/H_i,NA,2
      5,U:A,H/H,NA,2
      5,PSU:G,H_e/H_ie,NA,1
      5,G:U,H_qe/H_qe,NA,4
      5,G:U,H_qe/H_qe,NA,3
      5,G:U,H_i/H_qe,NA,1
      5,G:U,H_e/H_e,NA,3
      5,G:G,H_qe/H,NA,1
      5,G:G,H_qe/H_i,NA,1
      5,G:G,H/H_qe,NA,1
      5,G:G,H_e/H_ie,NA,4
      5,G:G,H_e/H_e,NA,4
      5,G:C,H_qe/H,NA,3
      5,G:C,H_i/H_i,NA,3
      5,G:C,H/H_qe,NA,4
      5,G:C,H_e/H_ie,NA,3
      5,G:A,H_ie/H_e,NA,3
      5,G:A,H_ie/H_e,NA,2
      5,G:A,H_e/H_e,NA,4
      5,C:U,H/H_qe,NA,1
      5,C:U,H/H_i,NA,1
      5,C:G,H_qe/H_qe,NA,4
      5,C:G,H_i/H,NA,1
      5,C:G,H_e/H_ie,NA,2
      5,C:C,H_i/H_qe,NA,1
      5,C:C,H_i/H,NA,3
      5,C:C,H_e/H_ie,NA,2
      5,C:A,H_i/H_i,NA,2
      5,C:A,H_ie/H_e,NA,4
      5,C:A,H/H_i,NA,2
      5,A:U,H_ie/H_ie,NA,1
      5,A:U,H/H_i,NA,2
      5,A:U,H_e/H_ie,NA,3
      5,A:G,H_i/H_i,NA,2
      5,A:G,H_ie/H_ie,NA,1
      5,A:G,H_ie/H_e,NA,3
      5,A:G,H_e/H_ie,NA,1
      5,A:C,H/H_qe,NA,1
      5,A:C,H_e/H_e,NA,2
      5,A:C,H_e/H_e,NA,1
      5,A:A,H_qe/H_qe,NA,3
      5,A:A,H_qe/H_qe,NA,1
      5,A:A,H_i/H_i,NA,2
      5,A:A,H_e/H_e,NA,3
      4,U:U,H_qe/H_qe,NA,2
      4,U:U,H_i/H,NA,1
      4,U:G,H_qe/H_qe,NA,4
      4,U:G,H_i/H_qe,NA,2
      4,U:G,H_e/H_ie,NA,1
      4,U:C,H_qe/H,NA,2
      4,U:C,H_i/H_i,NA,1
      4,U:C,H_e/H_ie,NA,3
      4,U:A,H_i/H_i,NA,4
      4,G:PPU,H_e/H_ie,NA,2
      4,G:G,H_i/H_i,NA,3
      4,G:G,H_ie/H_e,NA,1
      4,G:G,H/H,NA,3
      4,G:C,H_qe/H_i,NA,1
      4,G:C,H_i/H_qe,NA,4
      4,G:C,H_e/H_ie,NA,1
      4,G:A,H_i/H_qe,NA,3
      4,C:G,H_qe/H,NA,3
      4,C:G,H_qe/H,NA,1
      4,C:G,H_qe/H_i,NA,3
      4,C:G,H_i/H_i,NA,4
      4,C:G,H_ie/H_ie,NA,4
      4,C:G,H_ie/H_ie,NA,2
      4,C:G,H_ie/H_e,NA,3
      4,C:G,H_e/H_ie,NA,5
      4,C:G,H_e/H_e,NA,4
      4,C:C,H/H_qe,NA,2
      4,C:A,H_ie/H_ie,NA,2
      4,A:U,H_i/H_qe,NA,2
      4,A:U,H/H_qe,NA,2
      4,A:U,H/H,NA,3
      4,A:G,H_i/H,NA,3
      4,A:G,H/H,NA,4
      4,A:C,H/H_qe,NA,2
      4,A:A,H/H_qe,NA,4
      3,U:U,H_qe/H_qe,NA,4
      3,U:U,H_ie/H_e,NA,3
      3,U:U,H/H,NA,3
      3,U:U,H_e/H_ie,NA,1
      3,U:G,H_i/H_qe,NA,1
      3,U:G,H/H_qe,NA,5
      3,U:C,H_ie/H_e,NA,3
      3,U:C,H_ie/H_e,NA,1
      3,U:C,H/H,NA,1
      3,U:A,H_qe/H_qe,NA,4
      3,U:A,H_qe/H_i,NA,2
      3,U:A,H_i/H_i,NA,3
      3,U:A,H_ie/H_e,NA,3
      3,G:U,H_i/H_qe,NA,3
      3,G:U,H/H,NA,4
      3,G:U,H/H_i,NA,3
      3,G:G,H_i/H_qe,NA,3
      3,G:G,H_ie/H_ie,NA,1
      3,G:G,H_ie/H_e,NA,2
      3,G:G,H/H,NA,2
      3,G:C,H_qe/H_qe,NA,1
      3,G:C,H_i/H_qe,NA,3
      3,G:C,H_i/H,NA,1
      3,G:C,H_ie/H_ie,NA,4
      3,G:C,H_ie/H_e,NA,4
      3,G:C,H_ie/H_e,NA,1
      3,G:A,H_i/H_qe,NA,2
      3,G:A,H_i/H_i,NA,2
      3,G:5AA,H_e/H_ie,NA,2
      3,C:U,H_i/H,NA,2
      3,C:U,H_e/H_ie,NA,2
      3,C:G,H_qe/H_i,NA,4
      3,C:G,H_ie/H_e,NA,1
      3,C:G,H/H_qe,NA,3
      3,C:G,H/H_i,NA,1
      3,C:G,H_e/H_e,NA,3
      3,C:C,H_qe/H_i,NA,1
      3,C:C,H_ie/H_ie,NA,2
      3,C:A,H_qe/H_qe,NA,3
      3,C:A,H_i/H_qe,NA,4
      3,C:A,H_i/H_i,NA,4
      3,C:A,H_ie/H_e,NA,1
      3,C:A,H/H_qe,NA,1
      3,C:A,H_e/H_ie,NA,3
      3,A:U,H_qe/H_qe,NA,2
      3,A:U,H_i/H_qe,NA,3
      3,A:U,H_i/H_qe,NA,1
      3,A:U,H_i/H,NA,4
      3,A:U,H_i/H,NA,3
      3,A:U,H_i/H_i,NA,3
      3,A:U,H/H_qe,NA,3
      3,A:U,H_e/H_ie,NA,2
      3,A:U,H_e/H_e,NA,2
      3,A:G,H_qe/H_qe,NA,4
      3,A:G,H_qe/H_qe,NA,1
      3,A:G,H_qe/H,NA,1
      3,A:G,H/H,NA,1
      3,A:C,H_qe/H_i,NA,4
      3,A:C,H_ie/H_ie,NA,3
      3,A:A,H_qe/H_qe,NA,4
      3,A:A,H_qe/H_i,NA,3
      3,A:A,H_e/H_ie,NA,3
      3,A:A,H_e/H_e,NA,2
      2,U:U,H_i/H,NA,2
      2,U:U,H_i/H_i,NA,1
      2,U:U,H_ie/H_ie,NA,5
      2,U:U,H/H_qe,NA,3
      2,U:U,H/H_i,NA,3
      2,U:U,H/H_i,NA,1
      2,U:U,H_e/H_ie,NA,3
      2,U:G,H_qe/H_i,NA,4
      2,U:G,H_qe/H_i,NA,3
      2,U:G,H_i/H_i,NA,2
      2,U:G,H_ie/H_e,NA,3
      2,U:G,H/H_qe,NA,2
      2,U:G,H/H,NA,5
      2,U:G,H_e/H_e,NA,4
      2,U:C,H_i/H,NA,3
      2,U:C,H_ie/H_ie,NA,1
      2,U:C,H/H_qe,NA,1
      2,U:C,H/H,NA,2
      2,U:A,H_i/H_i,NA,1
      2,U:A,H_ie/H_ie,NA,3
      2,U:A,H/H,NA,3
      2,U:A,H_e/H_e,NA,3
      2,PSU:G,H_e/H_ie,NA,2
      2,G:U,H_qe/H,NA,1
      2,G:U,H_i/H_i,NA,1
      2,G:U,H_ie/H_e,NA,2
      2,G:U,H_e/H_ie,NA,2
      2,G:G,H_qe/H_qe,NA,3
      2,G:G,H_qe/H_qe,NA,1
      2,G:G,H_qe/H,NA,2
      2,G:G,H_qe/H_i,NA,2
      2,G:G,H_i/H_qe,NA,2
      2,G:G,H_i/H_i,NA,1
      2,G:G,H/H,NA,1
      2,G:C,H_qe/H_i,NA,4
      2,G:C,H_i/H,NA,4
      2,G:C,H_ie/H_e,NA,3
      2,G:C,H_e/H_ie,NA,4
      2,G:C,H_e/H_ie,NA,2
      2,G:A,H_ie/H_e,NA,1
      2,G:A,H/H_i,NA,2
      2,C:U,H_qe/H_qe,NA,1
      2,C:U,H_qe/H_i,NA,3
      2,C:U,H_i/H_qe,NA,1
      2,C:U,H_i/H_i,NA,2
      2,C:U,H_ie/H_ie,NA,2
      2,C:U,H/H,NA,2
      2,C:U,H_e/H_e,NA,1
      2,C:G,H_qe/H_i,NA,2
      2,C:G,H_i/H_qe,NA,3
      2,C:G,H_i/H_qe,NA,2
      2,C:G,H_i/H,NA,2
      2,C:G,H_i/H_i,NA,2
      2,C:G,H_i/H_i,NA,1
      2,C:G,H_ie/H_e,NA,4
      2,C:G,H/H_i,NA,3
      2,C:G,H_e/H_ie,NA,4
      2,C:C,H_qe/H_qe,NA,1
      2,C:C,H_i/H,NA,2
      2,C:C,H_ie/H_e,NA,2
      2,C:C,H/H,NA,1
      2,C:A,H_qe/H_i,NA,1
      2,C:A,H_i/H_qe,NA,3
      2,C:A,H_i/H_i,NA,3
      2,A:U,H_qe/H,NA,3
      2,A:G,H_qe/H_qe,NA,5
      2,A:G,H_qe/H_i,NA,3
      2,A:G,H_i/H_i,NA,3
      2,A:G,H_e/H_ie,NA,3
      2,A:G,H_e/H_e,NA,1
      2,A:C,H_qe/H_qe,NA,3
      2,A:C,H_i/H,NA,1
      2,A:C,H_i/H_i,NA,1
      2,A:C,H_ie/H_e,NA,2
      2,A:C,H_e/H_ie,NA,3
      2,A:A,H_qe/H,NA,3
      2,A:A,H_i/H_i,NA,1
      2,A:A,H_ie/H_e,NA,3
      1,U:U,H_qe/H_qe,NA,3
      1,U:U,H_qe/H,NA,3
      1,U:U,H_qe/H_i,NA,1
      1,U:U,H_i/H_qe,NA,2
      1,U:U,H_i/H_qe,NA,1
      1,U:U,H_i/H_i,NA,3
      1,U:U,H_ie/H_ie,NA,3
      1,U:U,H_ie/H_e,NA,4
      1,U:U,H/H,NA,4
      1,U:U,H/H_i,NA,2
      1,U:G,H_qe/H_qe,NA,3
      1,U:G,H_qe/H_i,NA,5
      1,U:G,H_i/H_qe,NA,5
      1,U:G,H_i/H_qe,NA,4
      1,U:G,H_i/H,NA,5
      1,U:G,H_i/H,NA,4
      1,U:G,H_i/H,NA,1
      1,U:G,H_i/H_i,NA,1
      1,U:G,H_ie/H_ie,NA,4
      1,U:G,H_ie/H_ie,NA,3
      1,U:G,H_ie/H_e,NA,4
      1,U:G,H_ie/H_e,NA,2
      1,U:G,H/H_qe,NA,1
      1,U:G,H/H_i,NA,2
      1,U:G,H_e/H_ie,NA,4
      1,U:C,H_i/H_qe,NA,3
      1,U:C,H_i/H,NA,4
      1,U:C,H_i/H,NA,1
      1,U:C,H_ie/H_e,NA,2
      1,U:C,H/H_qe,NA,3
      1,U:C,H_e/H_e,NA,2
      1,U:A,H_qe/H,NA,3
      1,U:A,H_qe/H_i,NA,4
      1,U:A,H_i/H,NA,5
      1,U:A,H_i/H,NA,3
      1,U:A,H/H_qe,NA,3
      1,U:A,H_e/H_ie,NA,6
      1,U:A,H_e/H_e,NA,4
      1,SAM:57,NA,non-WC,181732
      1,HPA:74,NA,non-WC,178920
      1,H2U:U,H_e/H_ie,NA,3
      1,H2U:U,H_e/H_ie,NA,2
      1,G:U,H_qe/H_qe,NA,5
      1,G:U,H_qe/H_i,NA,5
      1,G:U,H_qe/H_i,NA,4
      1,G:U,H_qe/H_i,NA,2
      1,G:U,H_i/H,NA,1
      1,G:U,H_ie/H_ie,NA,2
      1,G:U,H/H_qe,NA,4
      1,G:U,H_e/H_ie,NA,4
      1,G:G,H_qe/H_i,NA,4
      1,G:G,H_e/H_e,NA,1
      1,G:C,H_qe/H_i,NA,5
      1,G:C,H_i/H,NA,3
      1,G:C,H_i/H_i,NA,4
      1,G:C,H/H_i,NA,2
      1,G:C,H/H_i,NA,1
      1,G:A,H_qe/H_i,NA,3
      1,G:A,H_i/H_qe,NA,4
      1,G:A,H_i/H,NA,3
      1,G:A,H_i/H_i,NA,5
      1,G:A,H_ie/H_ie,NA,4
      1,G:A,H_ie/H_ie,NA,3
      1,G:A,H/H_qe,NA,4
      1,G:A,H/H_i,NA,4
      1,G:A,H/H_i,NA,3
      1,G:A,H_e/H_ie,NA,9
      1,G:A,H_e/H_ie,NA,4
      1,G:A,H_e/H_e,NA,5
      1,C:U,H_qe/H_qe,NA,2
      1,C:U,H_qe/H,NA,3
      1,C:U,H_qe/H_i,NA,4
      1,C:U,H_i/H_qe,NA,6
      1,C:U,H_i/H_qe,NA,4
      1,C:U,H_i/H_i,NA,1
      1,C:U,H_ie/H_e,NA,2
      1,C:U,H/H,NA,3
      1,C:U,H/H_i,NA,4
      1,C:U,H_e/H_ie,NA,3
      1,C:U,H_e/H_ie,NA,1
      1,C:U,H_e/H_e,NA,2
      1,C:G,H_qe/H,NA,4
      1,C:G,H_i/H,NA,3
      1,C:G,H_i/H_i,NA,3
      1,C:C,H_qe/H,NA,2
      1,C:C,H_qe/H_i,NA,4
      1,C:C,H_i/H_qe,NA,3
      1,C:C,H_i/H,NA,1
      1,C:C,H_e/H_ie,NA,3
      1,C:C,H_e/H_ie,NA,1
      1,C:A,H_qe/H,NA,1
      1,C:A,H/H_i,NA,3
      1,C:A,H_e/H_ie,NA,5
      1,A:U,H_qe/H_i,NA,2
      1,A:U,H_ie/H_e,NA,1
      1,A:U,H/H_qe,NA,4
      1,A:U,H_e/H_ie,NA,6
      1,A:U,H_e/H_ie,NA,5
      1,A:U,H_e/H_e,NA,3
      1,A:M2G,H_qe/H,NA,3
      1,A:M2G,H_qe/H,NA,1
      1,A:G,H_ie/H_ie,NA,5
      1,A:G,H_ie/H_e,NA,4
      1,A:G,H/H_qe,NA,4
      1,A:G,H/H_i,NA,3
      1,A:C,H_i/H_qe,NA,1
      1,A:C,H_i/H,NA,2
      1,A:C,H_i/H_i,NA,3
      1,A:C,H_ie/H_ie,NA,2
      1,A:C,H_ie/H_ie,NA,1
      1,A:A,H_i/H_i,NA,4
      1,A:A,H_ie/H_e,NA,1
      1,A:A,H/H_i,NA,1
      1,6AP:74,NA,non-WC,181344
      1,3AY:U,H_i/H_qe,NA,3
