    716,G:U,H/H,cis-W/W,2
    594,U:G,H/H,cis-W/W,2
    440,G:U,H/H,cis-W/W,3
    406,U:G,H/H,cis-W/W,3
    297,U:G,H_qe/H,cis-W/W,2
    262,C:G,H/H,cis-W/W,2
    259,G:C,H/H,cis-W/W,2
    239,U:U,H/H,cis-W/W,2
    125,U:G,H/H_qe,cis-W/W,2
    122,C:C,H/H,cis-W/W,2
    111,C:C,H/H,cis-W/W,1
    109,U:A,H/H,cis-W/W,1
    103,U:U,H/H_qe,cis-W/W,2
    100,A:U,H/H,cis-W/W,1
     99,G:U,H_qe/H,cis-W/W,2
     94,A:G,H/H_qe,cis-W/W,2
     79,U:G,H_e/H_e,cis-W/W,2
     78,U:G,H/H_qe,cis-W/W,3
     78,G:U,H/H_qe,cis-W/W,2
     75,A:C,H/H_qe,cis-W/W,1
     72,C:G,H/H,cis-W/W,3
     62,C:G,H/H_qe,cis-W/W,2
     56,G:C,H/H,cis-W/W,3
     55,G:U,H_qe/H,cis-W/W,3
     53,G:U,H/H_qe,cis-W/W,3
     52,U:G,H_qe/H,cis-W/W,3
     52,C:G,H_e/H_e,cis-W/W,2
     52,A:C,H/H,cis-W/W,1
     50,C:G,H/H,cis-W/W,4
     49,U:U,H_qe/H,cis-W/W,2
     47,G:C,H/H,cis-W/W,1
     45,C:U,H/H,cis-W/W,1
     44,U:C,H/H,cis-W/W,1
     44,G:C,H_qe/H,cis-W/W,2
     43,A:U,H/H_qe,cis-W/W,1
     40,A:G,H_qe/H_qe,cis-W/W,2
     37,C:C,H_qe/H_qe,cis-W/W,1
     36,G:A,H/H_qe,cis-W/W,3
     34,U:G,H_e/H_e,cis-W/W,3
     34,C:G,H_qe/H,cis-W/W,2
     34,A:A,H_qe/H_qe,cis-W/W,1
     33,A:C,H/H,cis-W/W,2
     32,G:C,H/H_qe,cis-W/W,2
     31,U:U,H/H,cis-W/W,1
     30,U:U,H_qe/H_i,cis-W/W,2
     30,G:U,H/H,cis-W/W,4
     30,G:C,H/H,cis-W/W,4
     30,G:C,H_e/H_e,cis-W/W,2
     30,C:C,H_qe/H_qe,cis-W/W,2
     28,C:A,H/H,cis-W/W,2
     28,A:U,H_qe/H,cis-W/W,1
     27,U:G,H_qe/H_qe,cis-W/W,3
     27,C:C,H/H_qe,cis-W/W,2
     27,A:U,H_i/H,cis-W/W,1
     26,A:G,H_qe/H,cis-W/W,2
     25,U:G,H_qe/H_i,cis-W/W,3
     24,G:A,H/H,cis-W/W,2
     24,C:A,H/H,cis-W/W,1
     23,G:A,H/H,cis-W/W,1
     23,A:G,H/H,cis-W/W,2
     21,G:U,H_qe/H_qe,cis-W/W,3
     21,G:A,H_qe/H,cis-W/W,2
     21,C:G,H_qe/H_qe,cis-W/W,2
     21,C:C,H_e/H_e,cis-W/W,2
     20,U:G,H/H,cis-W/W,4
     20,U:A,H/H,cis-W/W,2
     20,C:G,H/H,cis-W/W,1
     20,A:U,H_i/H,cis-W/W,2
     20,A:U,H/H,cis-W/W,2
     20,A:A,H/H,cis-W/W,1
     19,G:U,H_qe/H_qe,cis-W/W,2
     19,G:C,H_e/H_e,cis-W/W,4
     18,U:G,H_qe/H_qe,cis-W/W,2
     18,C:C,H_e/H_e,cis-W/W,1
     17,U:U,H/H,cis-W/W,3
     17,G:A,H/H_qe,cis-W/W,2
     16,U:A,H_i/H_i,cis-W/W,1
     16,G:A,H/H,cis-W/W,3
     15,G:C,H_qe/H_qe,cis-W/W,2
     14,U:A,H_e/H_e,cis-W/W,1
     14,C:U,H/H_qe,cis-W/W,1
     14,A:G,H_i/H,cis-W/W,1
     14,A:C,H/H,cis-W/W,3
     13,U:A,H/H_qe,cis-W/W,1
     13,A:G,H/H_qe,cis-W/W,3
     12,G:C,H/H_qe,cis-W/W,1
     10,G:C,H_qe/H,cis-W/W,4
     10,G:A,H_qe/H,cis-W/W,3
     10,C:G,H/H_qe,cis-W/W,3
     10,C:A,H_qe/H_qe,cis-W/W,2
     10,C:A,H/H_qe,cis-W/W,2
     10,A:U,H_i/H_qe,cis-W/W,1
      9,U:G,H_qe/H_i,cis-W/W,2
      9,G:U,H_qe/H,cis-W/W,4
      9,G:C,H_qe/H,cis-W/W,3
      9,G:C,H/H_qe,cis-W/W,3
      9,C:U,H/H_i,cis-W/W,1
      9,C:G,H_e/H_e,cis-W/W,1
      9,C:A,H_qe/H_qe,cis-W/W,1
      9,C:A,H_e/H_e,cis-W/W,1
      9,A:U,H_qe/H,cis-W/W,3
      8,U:C,H_qe/H_qe,cis-W/W,1
      8,U:A,H_qe/H_qe,cis-W/W,1
      8,U:A,H_e/H_ie,cis-W/W,1
      8,U:A,H_e/H_e,cis-W/W,2
      8,G:U,H/H_qe,cis-W/W,1
      8,G:C,H_qe/H_qe,cis-W/W,1
      8,G:C,H_e/H_e,cis-W/W,3
      8,C:U,H/H_i,cis-W/W,3
      8,C:C,H_i/H,cis-W/W,2
      8,C:C,H/H_qe,cis-W/W,1
      7,G:G,H_qe/H,cis-W/W,2
      7,G:C,H_qe/H,cis-W/W,1
      7,A:G,H_qe/H_qe,cis-W/W,3
      7,A:G,H_qe/H,cis-W/W,3
      7,A:G,H/H,cis-W/W,3
      6,U:U,H_qe/H_qe,cis-W/W,2
      6,U:C,H_qe/H,cis-W/W,1
      6,U:A,H_qe/H,cis-W/W,1
      6,G:C,H_qe/H_qe,cis-W/W,3
      6,G:C,H_e/H_e,cis-W/W,1
      6,C:G,H_e/H_e,cis-W/W,3
      6,C:A,H_qe/H,cis-W/W,1
      6,A:U,H_qe/H_qe,cis-W/W,1
      5,U:U,H_e/H_e,cis-W/W,2
      5,G:U,H/H_qe,cis-W/W,4
      5,G:U,H/H,cis-W/W,5
      5,A:U,H/H_qe,cis-W/W,2
      4,U:U,H_qe/H_i,cis-W/W,3
      4,U:G,H_qe/H,cis-W/W,1
      4,U:G,H/H,cis-W/W,5
      4,PSU:G,H/H_qe,cis-W/W,3
      4,PSU:G,H/H,cis-W/W,3
      4,G:U,H/H,cis-W/W,1
      4,G:G,H_qe/H,cis-W/W,3
      4,C:G,H_qe/H_qe,cis-W/W,4
      4,C:A,H_qe/H,cis-W/W,2
      4,A:U,H_i/H_qe,cis-W/W,3
      4,A:U,H_e/H_e,cis-W/W,1
      4,A:C,H_qe/H,cis-W/W,1
      3,U:A,H_e/H_e,cis-W/W,3
      3,I:U,H/H,cis-W/W,2
      3,G:U,H_qe/H_qe,cis-W/W,4
      3,G:C,H/H_qe,cis-W/W,4
      3,C:G,H_qe/H_qe,cis-W/W,1
      3,C:G,H/H_qe,cis-W/W,1
      3,A:U,H_i/H_i,cis-W/W,1
      3,A:G,H/H,cis-W/W,1
      3,A:C,H/H_qe,cis-W/W,3
      3,A:C,H/H_qe,cis-W/W,2
      2,U:U,H/H_i,cis-W/W,1
      2,U:I,H/H,cis-W/W,2
      2,U:G,H/H_i,cis-W/W,2
      2,U:C,H_i/H,cis-W/W,2
      2,U:C,H/H_qe,cis-W/W,2
      2,U:C,H/H_qe,cis-W/W,1
      2,U:A,H_qe/H_qe,cis-W/W,2
      2,U:A,H_qe/H,cis-W/W,2
      2,U:A,H/H,cis-W/W,3
      2,PSU:A,H/H,cis-W/W,3
      2,HPA:C,H_i/H_qe,cis-W/W,3
      2,HPA:C,H_i/H_qe,cis-W/W,2
      2,G:U,H_qe/H_qe,cis-W/W,1
      2,G:U,H_qe/H_i,cis-W/W,3
      2,G:U,H_i/H_qe,cis-W/W,2
      2,G:U,H_e/H_e,cis-W/W,1
      2,G:IU,H/H,cis-W/W,2
      2,G:G,H_qe/H,cis-W/W,1
      2,G:C,H_qe/H_qe,cis-W/W,4
      2,G:C,H_i/H,cis-W/W,4
      2,G:C,H_ie/H_e,cis-W/W,1
      2,G:C,H_e/H_ie,cis-W/W,2
      2,G:A,H_qe/H,cis-W/W,1
      2,G:5BU,H_qe/H_qe,cis-W/W,2
      2,G:5BU,H/H,cis-W/W,3
      2,C:U,H_qe/H_qe,cis-W/W,1
      2,C:U,H/H_i,cis-W/W,2
      2,C:G,H_qe/H_qe,cis-W/W,3
      2,C:G,H_qe/H,cis-W/W,3
      2,C:G,H_qe/H,cis-W/W,1
      2,C:G,H/H_qe,cis-W/W,4
      2,C:G,H_e/H_ie,cis-W/W,3
      2,C:G,H_e/H_e,cis-W/W,4
      2,C:A,H_qe/H,cis-W/W,3
      2,C:A,H/H_qe,cis-W/W,1
      2,C:A,H/H,cis-W/W,3
      2,A:U,H_qe/H_qe,cis-W/W,2
      2,A:U,H_qe/H,cis-W/W,2
      2,A:U,H/H_qe,cis-W/W,3
      2,A:U,H/H,cis-W/W,3
      2,A:C,H_qe/H_i,cis-W/W,1
      2,5MC:G,H/H,cis-W/W,2
      2,5BU:G,H_qe/H_qe,cis-W/W,2
      2,5BU:G,H/H,cis-W/W,3
      1,XUG:C,H/H,cis-W/W,2
      1,U:U,H_qe/H,cis-W/W,3
      1,U:U,H_qe/H,cis-W/W,1
      1,U:U,H/H_qe,cis-W/W,4
      1,U:U,H/H_qe,cis-W/W,3
      1,U:U,H/H,cis-W/W,4
      1,U:I,H/H,cis-W/W,3
      1,U:G,H_qe/H_qe,cis-W/W,4
      1,U:G,H_ie/H_ie,cis-W/W,3
      1,U:G,H/H_qe,cis-W/W,4
      1,U:G,H/H,cis-W/W,1
      1,U:G,H_e/H_e,cis-W/W,4
      1,U:GDP,H_e/H_e,cis-W/W,2
      1,U:C,H/H,cis-W/W,3
      1,U:A,H_ie/H_e,cis-W/W,1
      1,U:A,H/H_qe,cis-W/W,3
      1,U:A,H/H_qe,cis-W/W,2
      1,U:A,H/H_i,cis-W/W,2
      1,PSU:G,H/H_qe,cis-W/W,4
      1,PSU:A,H/H,cis-W/W,2
      1,PSU:A,H/H,cis-W/W,1
      1,OMC:A,H_e/H_e,cis-W/W,1
      1,MTU:A,H_qe/H,cis-W/W,3
      1,M2G:A,H/H_qe,cis-W/W,1
      1,LHU:LG,H/H,cis-W/W,3
      1,LHU:LG,H/H,cis-W/W,2
      1,LG:LHU,H/H,cis-W/W,3
      1,LG:LHU,H/H,cis-W/W,2
      1,G:U,H_qe/H,cis-W/W,1
      1,G:PSU,H_qe/H,cis-W/W,4
      1,G:PSU,H_qe/H,cis-W/W,3
      1,G:PSU,H_qe/H,cis-W/W,2
      1,G:G,H_qe/H_qe,cis-W/W,2
      1,G:G,H_qe/H_qe,cis-W/W,1
      1,G:G,H/H,cis-W/W,3
      1,G:CSL,H/H,cis-W/W,2
      1,G:C,H_i/H_qe,cis-W/W,2
      1,G:C,H_i/H_i,cis-W/W,1
      1,G:C,H_i/H,cis-W/W,2
      1,G:C,H_ie/H_e,cis-W/W,3
      1,G:C,H/H_i,cis-W/W,3
      1,G:A,H_qe/H_qe,cis-W/W,1
      1,G:A,H_e/H_e,cis-W/W,1
      1,G:5BU,H_i/H_i,cis-W/W,2
      1,G:5BU,H/H,cis-W/W,4
      1,G:5BU,H_e/H_e,cis-W/W,3
      1,DC:A,H/H,cis-W/W,1
      1,C:G,H_qe/H_i,cis-W/W,2
      1,C:G,H_qe/H,cis-W/W,4
      1,C:G,H_i/H_qe,cis-W/W,2
      1,C:G,H_i/H,cis-W/W,3
      1,C:G,H_ie/H_e,cis-W/W,1
      1,C:C,H_ie/H_ie,cis-W/W,1
      1,C:A,H/H,cis-W/W,4
      1,C:A,H_e/H_e,cis-W/W,2
      1,A:U,H_i/H_qe,cis-W/W,2
      1,A:U,H_e/H_e,cis-W/W,2
      1,A:PSU,H/H,cis-W/W,2
      1,A:M2G,H_qe/H_qe,cis-W/W,2
      1,A:M2G,H_qe/H,cis-W/W,3
      1,A:M2G,H_qe/H,cis-W/W,1
      1,A:C,H_qe/H_qe,cis-W/W,2
      1,A:C,H/H,cis-W/W,4
      1,A:C,H_e/H_e,cis-W/W,2
      1,A:A,H/H,cis-W/W,2
      1,A:A5M,H/H,cis-W/W,2
      1,A5M:A,H/H,cis-W/W,2
      1,5MC:G,H_qe/H,cis-W/W,2
      1,5BU:G,H_i/H_i,cis-W/W,2
      1,5BU:G,H/H,cis-W/W,2
      1,5BU:5BU,H/H,cis-W/W,2
      1,5BU:5BU,H/H,cis-W/W,1
